id_chuyennganh,machuyennganh,tenchuyennganh,id_khoa,stt_nganh,mahocphan,tenhocphan,nhom_mon,tinh_chat_mon,mo_ta_train,hoc_duoc_gi,goi_y_hoc,source_url
59,KTPM,Kỹ Thuật Phần Mềm,40,21,,Lập trình di động nâng cao,Chuyên ngành KTPM,Thực hành + dự án,"Môn học rèn kỹ năng xây dựng ứng dụng, tổ chức mã nguồn và triển khai sản phẩm theo định hướng kỹ thuật phần mềm.","Viết chương trình, thiết kế chức năng, debug và hoàn thiện sản phẩm thực hành.","Nên học bằng project nhỏ, code thường xuyên và lưu repo để tiện ôn thi và làm portfolio.",https://fit.iuh.edu.vn
59,KTPM,Kỹ Thuật Phần Mềm,40,22,,Bảo trì phần mềm,Chuyên ngành KTPM,Nền tảng kỹ thuật,"Học phần thuộc định hướng kỹ thuật phần mềm, giúp sinh viên mở rộng kiến thức chuyên môn và liên hệ với bài toán thực tế.","Củng cố kiến thức cốt lõi của ngành KTPM và tăng khả năng áp dụng vào bài tập, đồ án, dự án.","Nên học đều theo tuần, bám sát đề cương và tự tổng hợp sơ đồ kiến thức để ôn hiệu quả.",https://fit.iuh.edu.vn
59,KTPM,Kỹ Thuật Phần Mềm,40,23,,Hệ thống phân tán,Chuyên ngành KTPM,Nền tảng kỹ thuật,"Học phần thuộc định hướng kỹ thuật phần mềm, giúp sinh viên mở rộng kiến thức chuyên môn và liên hệ với bài toán thực tế.","Củng cố kiến thức cốt lõi của ngành KTPM và tăng khả năng áp dụng vào bài tập, đồ án, dự án.","Nên học đều theo tuần, bám sát đề cương và tự tổng hợp sơ đồ kiến thức để ôn hiệu quả.",https://fit.iuh.edu.vn
59,KTPM,Kỹ Thuật Phần Mềm,40,24,,Đồ án chuyên ngành phần mềm,Đồ án/khóa luận KTPM,Dự án/triển khai,"Học phần tổng hợp để sinh viên Kỹ Thuật Phần Mềm vận dụng kiến thức đã học vào đề tài, sản phẩm hoặc báo cáo chuyên sâu.","Tổng hợp kiến thức, triển khai đề tài, thuyết trình và bảo vệ sản phẩm trước hội đồng.","Nên chọn đề tài vừa sức, chia tiến độ theo tuần và làm sớm phần tài liệu để tránh dồn cuối kỳ.",https://fit.iuh.edu.vn
59,KTPM,Kỹ Thuật Phần Mềm,40,25,,Khóa luận tốt nghiệp,Đồ án/khóa luận KTPM,Dự án/triển khai,"Học phần tổng hợp để sinh viên Kỹ Thuật Phần Mềm vận dụng kiến thức đã học vào đề tài, sản phẩm hoặc báo cáo chuyên sâu.","Tổng hợp kiến thức, triển khai đề tài, thuyết trình và bảo vệ sản phẩm trước hội đồng.","Nên chọn đề tài vừa sức, chia tiến độ theo tuần và làm sớm phần tài liệu để tránh dồn cuối kỳ.",https://fit.iuh.edu.vn
59,KTPM,Kỹ Thuật Phần Mềm,40,26,4203003196,Phân Tích Thiết Kế Hệ Thống,Chuyên ngành KTPM,Nền tảng kỹ thuật,"Học phần thuộc định hướng kỹ thuật phần mềm, giúp sinh viên mở rộng kiến thức chuyên môn và liên hệ với bài toán thực tế.","Củng cố kiến thức cốt lõi của ngành KTPM và tăng khả năng áp dụng vào bài tập, đồ án, dự án.","Nên học đều theo tuần, bám sát đề cương và tự tổng hợp sơ đồ kiến thức để ôn hiệu quả.",https://fit.iuh.edu.vn
59,KTPM,Kỹ Thuật Phần Mềm,40,27,,Phát triển ứng dụng di động,Chuyên ngành KTPM,Thực hành + dự án,"Môn học rèn kỹ năng xây dựng ứng dụng, tổ chức mã nguồn và triển khai sản phẩm theo định hướng kỹ thuật phần mềm.","Viết chương trình, thiết kế chức năng, debug và hoàn thiện sản phẩm thực hành.","Nên học bằng project nhỏ, code thường xuyên và lưu repo để tiện ôn thi và làm portfolio.",https://fit.iuh.edu.vn
59,KTPM,Kỹ Thuật Phần Mềm,40,28,4203003195,Phát Triển Ứng Dụng,Chuyên ngành KTPM,Nền tảng kỹ thuật,"Học phần thuộc định hướng kỹ thuật phần mềm, giúp sinh viên mở rộng kiến thức chuyên môn và liên hệ với bài toán thực tế.","Củng cố kiến thức cốt lõi của ngành KTPM và tăng khả năng áp dụng vào bài tập, đồ án, dự án.","Nên học đều theo tuần, bám sát đề cương và tự tổng hợp sơ đồ kiến thức để ôn hiệu quả.",https://fit.iuh.edu.vn
59,KTPM,Kỹ Thuật Phần Mềm,40,29,,Thực tập doanh nghiệp,Thực tập KTPM,Dự án/triển khai,"Môn gắn với môi trường doanh nghiệp, giúp sinh viên Kỹ Thuật Phần Mềm tiếp cận quy trình làm việc thực tế và hoàn thiện kỹ năng nghề nghiệp.","Làm việc nhóm, viết báo cáo, giao tiếp doanh nghiệp và thích nghi với môi trường làm việc thật.","Nên ghi log công việc hằng tuần, chủ động hỏi mentor và lưu lại tài liệu để viết báo cáo cuối kỳ.",https://fit.iuh.edu.vn
59,KTPM,Kỹ Thuật Phần Mềm,40,30,,Chuyên đề J2EE hoặc .NET,Chuyên ngành KTPM,Thực hành + dự án,"Học phần thuộc định hướng kỹ thuật phần mềm, giúp sinh viên mở rộng kiến thức chuyên môn và liên hệ với bài toán thực tế.","Củng cố kiến thức cốt lõi của ngành KTPM và tăng khả năng áp dụng vào bài tập, đồ án, dự án.","Nên học đều theo tuần, bám sát đề cương và tự tổng hợp sơ đồ kiến thức để ôn hiệu quả.",https://fit.iuh.edu.vn
